Contractor,Contract Number,NASA Center,Place of Performance City,Place of Performance State,Place of Performance District,Award Date,Completion Date,Contractor Type,Award Type,Current FY Obligations,Total Obligations,Total Award Value,NAICS Code,Solicitation ID,Solicitation POC,Description of Work,,,,,,,,,,,,
"ASTRONOMICAL RESEARCH INSTITUTE [CHARLESTON,ILLINOIS]",NNX12AG17G,NSSC - NASA Shared Services Center,,IL,'15',5/11/2012,3/31/2015,"Non-Profit Institutions - Corporate Entity Tax Exempt, Nonprofit Organization",Grant,"41,000","123,000","123,000",[None Indicated],N/A,N/A,"OBJECTIVES THE SKYNET TELESCOPE NETWORK WILL BE UTILIZED TO FOLLOW-UP NEAR-EARTH OBJECTS DISCOVERED BY THE LARGE SKY SURVEYS USING TELESCOPES UNIQUELY PLACED WORLDWIDE. BY THE CONCLUSION OF THIS RESEARCH IN 2015 MORE THAN 18,000 IMPORTANT MEASURES OF NEOS WILL BE MADE ENHANCING UNDER-OBSERVED OBJECTS, PARTICULARLY THOSE MOVING IN THE SOUTHERN SKY WHERE OBSERVATIONS ARE LACKING. FURTHERMORE, SSNEO RESEARCH WILL CONCENTRATE ON CONFIRMATION OBSERVATIONS OF NEWLY DISCOVERED OBJECTS BRIGHTER THAN MAGNITUDE 21.0. THIS WILL ALLOW LARGER TELESCOPES SUCH AS MAGDALENA RIDGE OBSERVATORY, SPACE WATCH II, DAVE THOLEN AT 568 AND THE ASTRONOMICAL RESEARCH OBSERVATORY TO CONCENTRATE THEIR EFFORTS ON FOLLOW-UP OBSERVATIONS OF NEOS FAINTER THAN MAGNITUDE 21.0. WITH THIS STRATEGY, VERY EXPENSIVE TELESCOPE TIME OF THESE LARGER INSTRUMENTS CAN BE UTILIZED MORE EFFICIENTLY BY TARGETING OBJECTS MORE SUITABLE TO THEIR APERTURE. TECHNIQUE SOUTHERN SKY NEO FOLLOW-UP RAN A PILOT OBSERVING PROGRAM PRODUCING MORE THAN 900 MEASURES IN A 30 DAY PERIOD USING REMOTELY LOCATED TELESCOPES AT CERRO TOLOLO INTER-AMERICAN OBSERVATORY (CTIO). BY THE DATE THIS PROPOSAL IS SCHEDULED TO BEGIN, FOUR ADDITIONAL TELESCOPES LOCATED AT THE SIDING SPRING OBSERVATORY SITE IN AUSTRALIA WILL BE UNDER CONSTRUCTION AND ACCESSIBLE TO THIS RESEARCH BRINGING THE TOTAL NUMBER OF INSTRUMENTS AVAILABLE TO NINE. USING INSTRUMENTS LOCATED AT CTIO, SSNEO CAN ROUTINELY MEASURE NEAR-EARTH OBJECTS FAINTER THAN MAGNITUDE 21.0. ATMOSPHERIC SEEING AT CTIO IS TYPICALLY ABOUT 1.0 ARC/SEC AND ASTROMETRIC PRECISION OF MEASURES ARE USUALLY BETTER THAN 0.17 ARC/SEC BASED ON RESIDUALS DURING THE SSNEO PILOT PROGRAM. SIGNIFICANCE DURING A SINGLE LUNATION USING TELESCOPES LOCATED AT CTIO, SSNEO WAS ABLE TO CONFIRM 13 NEOS DISCOVERED BY PANSTARRS AND 21 ADDITIONAL NEO CONFIRMATIONS FOR OTHER ACTIVE SKY SURVEYS. THIS RESEARCH WILL MEASURE RAPIDLY MOVING OBJECTS DISCOVERED IN THE NORTHERN SKY AS THEY MOVE BELOW DECLINATION -40 WHERE FEW FACILITIES ARE AVAILABLE FOR OBSERVATION. ALL PHOTOMETRIC AND ASTROMETRIC NEO MEASURES PRODUCED BY THIS RESEARCH WILL BE SUBMITTED TO THE MINOR PLANET CENTER ON A DAILY BASIS.",,,,,,,,,,,,
"ASTRONOMICAL RESEARCH INSTITUTE [CHARLESTON,ILLINOIS]",NNX13AM42G,NSSC - NASA Shared Services Center,,IL,'15',7/25/2013,12/31/2016,"Non-Profit Institutions - Corporate Entity Tax Exempt, Nonprofit Organization",Grant,"132,197","467,471","467,471",[None Indicated],N/A,N/A,"THE NEO FOLLOW-UP PROJECT PHASE III IS A CONTINUATION OF NEAR-EARTH OBJECT FOLLOW-UP OBSERVATIONS CONDUCTED BY PI, ROBERT HOLMES OVER THE PAST 5 YEARS. THE NEXT THREE YEARS OF THIS RESEARCH WILL HAVE A PROFOUND IMPACT ON NASA''S NEO PROGRAM WITH THE ADDITION OF A NEW 1.3-M TELESCOPE AND THE REBUILD OF AN EXISTING 0.76-M TELESCOPE WITH NEARLY A ONE DEGREE FIELD. OBJECTIVES IN THIS RESEARCH WILL ADD TO THE INVENTORY OF SOLAR SYSTEM OBJECTS AND IDENTIFY THE PROCESSES ACTIVE IN AND AMONG THEM. IN ADDITION, THIS RESEARCH WILL IDENTIFY AND CHARACTERIZE SMALL BODIES THAT POSE A THREAT TO TERRESTRIAL LIFE OR EXPLORATION. THE NEO FOLLOW-UP PROJECT PHASE III WILL SEEK TO UNDERSTAND HOW THE SUN''S FAMILY OF PLANETS, SATELLITES, AND MINOR BODIES ORIGINATED AND EVOLVED. OVER THE PAST YEAR THE PI IN THESE INVESTIGATIONS HAS BEEN THE LEADER IN NEAR-EARTH OBJECT FOLLOW-UP OBSERVATIONS, SETTING A RECORD WITH MORE THAN 15,000 NEO MEASURES IN A SINGLE YEAR. IN ADDITION, THE ASTRONOMICAL RESEARCH OBSERVATORY LOCATED AT WESTFIELD, ILLINOIS, IS CURRENTLY THE TOP NEO FOLLOW-UP FACILITY WITH THE LARGEST QUANTITY OF FAINT 22ND MAGNITUDE OBSERVATIONS AND OVER THE PAST FOUR YEARS PRODUCED NEARLY TWICE THE NUMBER OF 23RD MAGNITUDE NEO OBSERVATIONS AS ALL OTHER OBSERVATORIES COMBINED. ARO CURRENTLY CONDUCTS TARGET OF OPPORTUNITY OBSERVATIONS OF NEAR-EARTH OBJECTS USING A 0.61-M AND A 0.81-M TELESCOPE. IN THE FALL OF 2012 ARO WILL COMMISSION A 1.3-M TELESCOPE THAT WILL ENHANCE OBSERVATIONS OF FAINT NEOS TO UNFILTERED MAGNITUDE 23.6. ARO WILL ALSO RE-COMMISSION A 0.76-M TELESCOPE WITH NEARLY A 1 DEGREE FIELD OF VIEW IN THE FALL OF 2012. IN PARTICULAR, ARO WILL USE THIS INSTRUMENT TO RECOVER FAST NEWLY DISCOVERED OBJECTS THAT BECOME ''LOST'' DURING FULL MOON WHEN FAINT FOLLOW-UP OBSERVATIONS ARE NOT POSSIBLE. THE MIDWEST LOCATION OF ARO IS ALSO AN IMPORTANT FACTOR WHICH ALLOWS CONFIRMATION AND FOLLOW-UP OBSERVATIONS OF PANSTARRS DISCOVERIES DURING THE SUMMER MONTHS TO CONTINUE WHEN OBSERVATORIES IN THE SOUTHWESTERN U.S. ARE CLOSED DUE TO THE ANNUAL MONSOON SEASON. ARO EXPECTS TO MAKE 19,000 NEO MEASURES PER YEAR IN THE NEO FOLLOW-UP PROJECT PHASE III.",,,,,,,,,,,,
"ASTRONOMICAL SOCIETY PACIFIC [SAN FRANCISCO,CALIFORNIA]",NNX11AH37G,NSSC - NASA Shared Services Center,,CA,'14',6/14/2011,4/5/2015,"Non-Profit Institutions - Corporate Entity Tax Exempt, Nonprofit Organization",Grant,0,"454,046","454,046",[None Indicated],N/A,N/A,"IN RESPONSE TO THE NEED TO CREATE THE NEXT GENERATION OF NASA EXPLORERS AND PROMOTE A SCIENCE LITERATE POPULACE, SCIENTISTS AND EDUCATORS FROM THE ASTRONOMICAL SOCIETY OF THE PACIFIC (ASP), THE NATIONAL EARTH SCIENCE TEACHERS ASSOCIATION (NESTA), THE NATIONAL OPTICAL ASTRONOMY OBSERVATORY (NOAO), AND THE NEW JERSEY ASTRONOMY CENTER FOR EDUCATION (NJACE) PROPOSE THE \GALILEO EDUCATOR NETWORK (GEN): ADVANCING SCIENCE LITERACY THROUGH ASTRONOMY AND TEACHER PROFESSIONAL DEVELOPMENT\"" PROJECT. GEN WILL CREATE DISTRIBUTED AND LEVERAGED PROFESSIONAL DEVELOPMENT (PD) NATIONWIDE WITH THE PRIMARY GOALS TO: (1) HELP TEACHER EDUCATORS AND TEACHER PROFESSIONAL DEVELOPMENT PROVIDERS ENGAGE AND EDUCATE TEACHERS OF ASTRONOMY (AND GENERAL SCIENCE), ESPECIALLY IN GRADES 3-9, USING EFFECTIVE INSTRUCTIONAL STRATEGIES AND EDUCATIONAL RESOURCES, WITH ENGAGING AND INSPIRING CONTENT. (2) PROMOTE THE EFFECTIVE USE OF NASA-DEVELOPED AND NASA-SUPPORTED RESOURCES BY TEACHER EDUCATORS AND TEACHER PROFESSIONAL DEVELOPMENT PROVIDERS, THROUGH INTEGRATION OF ASTRONOMY/SPACE SCIENCE CONTENT WITH GALILEO-INSPIRED SCIENCE INQUIRY AND EXPLORATION.  IN ADDITION TO THE ASP PARTNERSHIPS WITH NESTA, NOAO, AND NJACE, THE GALILEO EDUCATOR NETWORK (GEN) WILL PARTNER CLOSELY IN YEAR 1 WITH FOUR OTHER REGIONAL SITES FROM ASP''S PROJECT ASTRO NATIONAL NETWORK: WEST CHESTER, PA, SAN DIEGO, CA, CINCINNATI, OH, AND BOULDER, CO. EARLY ON, LEADERS FROM EACH OF THE PARTNER ORGANIZATIONS/SITES WILL ATTEND A 3-DAY GEN PARTNERS INSTITUTE, WITH GOALS TO INCLUDE (A) EXAMINING KEY NASA RESOURCES, AND (B) DEVELOPING A MODEL FOR A 2-DAY GEN WORKSHOP AIMED AT TEACHER PD PROVIDERS.  THIS RESULTING MODEL WILL BE IMPLEMENTED (AND ITERATED ON) IN THREE ANNUAL GEN PROFESSIONAL DEVELOPMENT INSTITUTES (PDIS). EACH YEAR, WE WILL RECRUIT BOTH INDIVIDUALS AND PAIRS OF PROFESSIONAL DEVELOPERS FROM 20 SITES AROUND THE COUNTRY, PROVIDE EACH SITE GEN-RELATED MATERIALS (INCLUDING NASA NIGHT SKY NETWORK TOOLKIT MATERIALS AND UNIVERSE AT YOUR FINGERTIPS 2.0 DVD-ROMS), AND EXPECT EACH SITE TO DELIVER AT LEAST ONE 15-HOUR GEN PD OFFERING FOR AT LEAST 15 LOCAL CLASSROOM TEACHERS, USING THE TRAINING AND MATERIALS THEY RECEIVE AT THE NATIONAL PDI. ALL THOSE TRAINED THROUGH THE PDIS (AS WELL AS THOSE THROUGH THE ORIGINAL GEN PARTNERS INSTITUTE) WILL BECOME CERTIFIED BY THE PROJECT AS NASA GALILEO EDUCATOR FELLOWS.  WORTH NOTING IS THAT IN THE MONTHS FOLLOWING THE ORIGINAL PARTNERS INSTITUTE, ASP AND EACH PARTNER SITE WILL DEVELOP AND IMPLEMENT THEIR OWN 15-HOUR GEN PD PROGRAM FOR 15+ TEACHERS IN THEIR REGION -- OR IN NESTA''S CASE FOR TEACHERS WHO START THEIR GEN PD AT A NESTA-RUN NSTA SHORT COURSE, AND FOLLOW WITH TO-BE-DEVELOPED PD WEBINARS FROM NESTA. IN ALL CASES, UPON COMPLETION OF THE 15-HOUR PD, TEACHER PARTICIPANTS WILL BECOME CERTIFIED BY GEN AS NASA GALILEO EDUCATORS. THROUGHOUT THE PROJECT, ASP AND PARTNERS WILL SUPPORT THE GALILEO EDUCATOR FELLOWS AND GALILEO EDUCATORS, AND GROW A GEN COMMUNITY OF PRACTICE THROUGH (A) REGULAR COMMUNICATIONS, (B) PERIODIC ONLINE PD OPPORTUNITIES, (C) FACE-TO-FACE GATHERINGS AND NETWORKING OPPORTUNITIES, AND (D) DYNAMIC ONLINE FORUMS AND WEB CONTENT.  FINALLY, THE PROJECT WILL INCLUDE A CAPSTONE EVENT AT ASP''S 2014 EPO CONFERENCE, WITH A PLENARY PANEL SESSION AND CONTRIBUTED POSTER PRESENTATIONS FEATURING VARIOUS IMPLEMENTATION MODELS DEVELOPED BY GEN PARTNERS AND PARTICIPANTS. RESULTS FROM THE PROJECT''S EVALUATION STUDY WILL ALSO BE DISSEMINATED.  INCLUDING THE 8 ORGANIZATIONS PARTICIPATING IN THE PARTNERS INSTITUTE, GEN IN SUM WILL DEVELOP 68 SITES TO EACH IMPLEMENT 15-HOUR PD OPPORTUNITIES FOR CLASSROOM TEACHERS. WITH ONE OR TWO STAFF TRAINED PER SITE, WE WILL THUS DEVELOP 68 TO 136 NASA GALILEO EDUCATOR FELLOWS. WITH EACH SITE THEN RECRUITING AT LEAST 15 TEACHERS, THE PROJECT BY THE END WILL RESULT IN AT LEAST 68X15 = 1020 CLASSROOM NASA GALILEO EDUCATORS, EACH ENGAGED IN AT LEAST 15 HOURS OF HIGH-QUALITY PROFESSIONAL LEARNING.""",,,,,,,,,,,,
"ASTROPHYSICAL RESEARCH CONSORTIUM [SEATTLE,WASHINGTON]",NNX10AU99G,NSSC - NASA Shared Services Center,,WA,'07',9/28/2010,4/24/2014,"Non-Profit Institutions - Corporate Entity Tax Exempt, Nonprofit Organization",Grant,"-12,115","38,885","38,885",[None Indicated],N/A,N/A,"The Apache Point Observatory Lunar Laser-ranging Operation (APOLLO) is potentially capable of performing two-way laser ranging to the Lunar Reconnaissance Orbiter (LRO), using the array of twelve corner cube reflectors placed on the zenith-facing side of the spacecraft. If successful, the range measurements would: 1) establish sub-centimeter constraints on the location of LRO with respect to the exquisitely-well-determined locations of the laser reflectors on the moon. In so doing, this would: 1a) provide a calibration of the LRO clock, more rigorously than the one-way ranging campaign is capable of doing; 1b) provide a firm reference for laser altimetry of the lunar surface, which will operate simultaneously to the two-way ranging; 2) answer questions about the health of the 40-year-old reflectors on the lunar surface by comparison of signal strengths; 3) represent the farthest-ever two-way laser ranging to a spacecraft. APOLLO has already invested significant resources into preparing for successful two-way ranging. This includes new hardware to enable a wider detector gate, software to create time-of-flight predictions, tracking paths, velocity aberration point-ahead displacements, etc. In addition, the observatory has developed the software to allow the telescope to track arbitrary paths on the sky. Aside from the preparatory work, carrying out the observations requires continued resources. The observations are performed by Russet McMillan, requiring two hours of effort for each hour spent on the sky. Two aircraft spotters are required to protect airplanes from accidental illumination, at 1.5 hours of effort per hour of observation. And finally, the telescope is operated by the Astrophysics Research Consortium (ARC), based on financial support from a number of universities. The equivalent operational cost of running the telescope is $1,116 per hour of scheduled time. Since ranging to LRO is external to ARC, this charge must be borne by external funds. In total, we request $50,942 to support 40 hours of telescope time in pursuit of successful two-way ranging. A discounted rate of $1,000 per hour of telescope time, together with support for 80 hours of McMillan's time, and 120 hours of spotter support adds to $49,520. The additional $1,422 is in support of Russell Owen's time to incorporate changes to the telescope control software to allow tracking of paths on the sky described by Chebyshev polynomials. We anticipate a direct subcontract between the Goddard Space Flight Center (GSFC) and ARC, spanning from September 2010 to December 2012. The long span permits optimal choice of observing opportunities, which come in groups of a half-dozen or so nights spread across two months, recurring every six months. Telescope scheduling constraints, together with constraints imposed by the LRO Mission Operations Center (MOC) do not allow us to utilize every favorable opportunity. A several-year span is necessary to provide ample opportunity for success.",,,,,,,,,,,,
"ASTROTECH SPACE OPERATIONS INC [TITUSVILLE,FLORIDA]",NNK10LB10B,KSC - Kennedy Space Flight Center,[N/A for IDVs],,'NA',7/8/2010,[None Indicated],", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Indefinite Delivery Contract, Firm Fixed Price",0,0,0,336419,NNK10ZOP001R,"Karim Hourani, 321-867-7234, karim.f.hourani@nasa.gov",EAST COAST COMMERCIAL PAYLOAD PROCESSING 2 [COMMERCIAL PAYLOAD PROCESSING FOR EAST COAST SPACECRAFT LAUNCHING ON EXPENDABLE LAUNCH VEHICLES LAUNCHING BETWEEN FISCAL YEARS 2010 AND 2013],,,,,,,,,,,,
"ASTROTECH SPACE OPERATIONS INC [TITUSVILLE,FLORIDA]",NNK12LA75T,KSC - Kennedy Space Flight Center,TITUSVILLE,FL,'08',7/17/2012,1/29/2014,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Delivery Order, Firm Fixed Price",0,"2,205,627","2,205,627",336419,N/A,N/A,TRACKING AND DATA RELAY SATELLITE-L (TDRS-L),,,,,,,,,,,,
"ASTROTECH SPACE OPERATIONS INC [TITUSVILLE,FLORIDA]",NNK13LA28T,KSC - Kennedy Space Flight Center,LOMPOC,CA,'24',1/30/2013,12/31/2017,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Delivery Order, Firm Fixed Price","21,479","1,737,823","1,737,823",336419,N/A,N/A,OCO-2 PAYLOAD PROCESSING TASK ORDERIGF::OT::IGF,,,,,,,,,,,,
"ASTROTECH SPACE OPERATIONS INC [TITUSVILLE,FLORIDA]",NNK13LA47T,KSC - Kennedy Space Flight Center,LOMPOC,CA,'24',3/12/2013,2/5/2015,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Delivery Order, Firm Fixed Price","54,766","2,209,014","2,209,014",336419,N/A,N/A,SMAP PAYLOAD PROCESSING TASK ORDERIGF::OT::IGF,,,,,,,,,,,,
"ASTROTECH SPACE OPERATIONS INC [TITUSVILLE,FLORIDA]",NNK13LA68T,KSC - Kennedy Space Flight Center,TITUSVILLE,FL,'08',9/30/2013,11/6/2013,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Delivery Order, Firm Fixed Price",0,0,0,336419,N/A,N/A,IGF::CT::IGF SAFE HAVEN FOR MARS ATMOSPHERE AND VOLATILE EVOLUTION (MAVEN) SPACECRAFT,,,,,,,,,,,,
"ASTROTECH SPACE OPERATIONS INC [TITUSVILLE,FLORIDA]",NNK13LA92T,KSC - Kennedy Space Flight Center,TITUSVILLE,FL,'08',8/20/2013,12/31/2018,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Delivery Order, Firm Fixed Price","815,861","3,397,343","3,397,343",336419,N/A,N/A,IGF::CT::IGF PAYLOAD PROCESSING FOR MMS MISSION,,,,,,,,,,,,
"ASTROTECH SPACE OPERATIONS INC [TITUSVILLE,FLORIDA]",NNK13LA93T,KSC - Kennedy Space Flight Center,TITUSVILLE,FL,'08',9/17/2013,3/13/2015,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Delivery Order, Firm Fixed Price","165,262","1,825,249","1,825,249",336419,N/A,N/A,IGF::CT::IGF PAYLOAD PROCESSING SERVICES - DSCOVR MISSION,,,,,,,,,,,,
"ASTROTECH SPACE OPERATIONS INC [TITUSVILLE,FLORIDA]",NNK13LB19T,KSC - Kennedy Space Flight Center,TITUSVILLE,FL,'08',9/19/2013,1/15/2014,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Delivery Order, Firm Fixed Price",0,"15,805","15,805",336419,N/A,N/A,IGF::CT::IGF  TECHNICAL ASSISTANCE AGREEMENT FOR JASON-3 MISSION,,,,,,,,,,,,
"ASTROTECH SPACE OPERATIONS INC [TITUSVILLE,FLORIDA]",NNK14LB01T,KSC - Kennedy Space Flight Center,TITUSVILLE,FL,'08',8/7/2014,11/30/2016,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Delivery Order, Firm Fixed Price","2,261,453","3,426,826","3,426,826",336419,N/A,N/A,IGF::CT::IGF PAYLOAD PROCESSING FOR GOES-R MISSION,,,,,,,,,,,,
"ASYMPTOTIC TECHNOLOGIES, INC. [CARLSBAD,CALIFORNIA]",NNG14LM65P,GSFC - Goddard Space Flight Center,Carlsbad,CA,'49',5/7/2014,5/6/2015,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","68,194","68,194","68,194",335999,N/A,N/A,"DISPENSEMATE BATCH MODE DISPENSER WITH A DV-8000HELI-FLOW PUMP: ASSY, CART/SCREW 8322-CL8;LASER HEIGHT SENSOR, D-500 SERIES; D-583 INSTALLATION&TRAINING.",,,,,,,,,,,,
"AT LASER SERVICES [CRANSTON,RHODE ISLAND]",NNC13VG91P,GRC - Glenn Research Center,,RI,'02',8/29/2013,10/29/2013,", Small Business ONLY - For Profit Organization, Limited Liability Corporation, Sole Proprietorship","Purchase Order, Firm Fixed Price","4,644","7,744","7,744",811219,N/A,N/A,IGF::OT::IGF LITRON LASER REPAIR,,,,,,,,,,,,
"ATA ENGINEERING, INC. [SAN DIEGO,CALIFORNIA]",NNC13VF68P,GRC - Glenn Research Center,San Diego,CA,'52',6/12/2013,5/31/2014,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Subchapter S Corporation","Purchase Order, Firm Fixed Price",0,"4,400","4,400",541330,N/A,N/A,"IGF::OT::IGF FOUR (4) SOFTWARE MAINTENANCE- ATA PRESSMAP, ATTUNE AND IMAT",,,,,,,,,,,,
"ATA ENGINEERING, INC. [SAN DIEGO,CALIFORNIA]",NNC14QA52P,GRC - Glenn Research Center,Cleveland,OH,'16',7/15/2014,10/14/2014,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Subchapter S Corporation","Purchase Order, Firm Fixed Price","20,500","20,500","20,596",541330,N/A,N/A,"IGF::OT::IGF  PLEASE CONTACT SUSAN CREAKMAN , 216.433.2773, WHEN SCHEDULING THIS TRAINING.  PERFORMANCE DATES: AUGUST 19TH - 20TH, 2014.  FOR: 18 PERSON TRAINING ON HOW TO EXTRACT FIXED BASE MODES FROM A MULTI-DEGREE-OF-FREEDOM SHAKER TABLE.",,,,,,,,,,,,
"ATA ENGINEERING, INC. [SAN DIEGO,CALIFORNIA]",NNC14QA72P,GRC - Glenn Research Center,Cleveland,OH,'16',9/25/2014,10/27/2014,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Subchapter S Corporation","Purchase Order, Firm Fixed Price","24,910","24,910","24,910",541712,N/A,N/A,IGF::OT::IGF TEST MODEL R&D PROJECT SUPPORT: PRE-TEST ANALYSIS FOR E-STA HARDWARE,,,,,,,,,,,,
"ATA ENGINEERING, INC. [SAN DIEGO,CALIFORNIA]",NNC14VD50P,GRC - Glenn Research Center,San Diego,CA,'52',5/28/2014,5/31/2015,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Subchapter S Corporation","Purchase Order, Firm Fixed Price","4,400","4,400","4,400",541330,N/A,N/A,"PRESSMAP SOFTWARE ANNUAL RENEWAL, MAINTENANCE, ENHANCEMENTS AND SUPPORT  IGF::OT::IGF::",,,,,,,,,,,,
"ATA ENGINEERING, INC. [SAN DIEGO,CALIFORNIA]",NNC14VF69P,GRC - Glenn Research Center,San Diego,CA,'52',7/21/2014,5/31/2015,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Subchapter S Corporation","Purchase Order, Firm Fixed Price","11,792","11,792","11,792",541330,N/A,N/A,"IGF::OT::IGF SOFTWARE RENEWAL - ATA-IMAT&FEA, IMAT&MODAL.",,,,,,,,,,,,
"ATA ENGINEERING, INC. [SAN DIEGO,CALIFORNIA]",NND13AD06P,AFRC - Armstrong Flight Research Center,SAN DIEGO,CA,'52',9/12/2013,12/31/2013,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Subchapter S Corporation","Purchase Order, Firm Fixed Price","-6,366","27,623","27,623",541712,N/A,N/A,IGF::CL::IGF DIMM TESTING,,,,,,,,,,,,
"ATA ENGINEERING, INC. [SAN DIEGO,CALIFORNIA]",NND14AC11P,AFRC - Armstrong Flight Research Center,EDWARDS,CA,'23',8/14/2014,8/18/2015,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Subchapter S Corporation","Purchase Order, Firm Fixed Price","5,500","5,500","5,500",511210,N/A,N/A,IMAT LICENSE RENEWAL AND UPGRADE,,,,,,,,,,,,
"ATA ENGINEERING, INC. [SAN DIEGO,CALIFORNIA]",NND14CC17W,AFRC - Armstrong Flight Research Center,,CA,'52',12/11/2013,1/3/2014,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Subchapter S Corporation","Purchase Order, Firm Fixed Price","37,318","37,318","37,318",811219,N/A,N/A,IGF::OT::IGF CALIBRATION OF ACCELEROMETERS,,,,,,,,,,,,
"ATA ENGINEERING, INC. [SAN DIEGO,CALIFORNIA]",NNJ12JA95P,JSC - Johnson Space Flight Center,,CA,'52',4/9/2012,6/30/2014,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Subchapter S Corporation","Purchase Order, Firm Fixed Price",0,"10,000","10,000",541330,N/A,N/A,8 TOKEN ANNUAL LICENSE WITH FIRST YEAR FREE MAINTENANCE,,,,,,,,,,,,
"ATA ENGINEERING, INC. [SAN DIEGO,CALIFORNIA]",NNJ12JB12B,JSC - Johnson Space Flight Center,[N/A for IDVs],,'NA',12/20/2011,[None Indicated],", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Subchapter S Corporation","Indefinite Delivery Contract, Time and Materials","97,603","660,901",0,541330,NNJ11409533R,"Christina Hibbs, 281-483-8119, christina.a.hibbs@nasa.gov",AIRCRAFT AERONAUTICS AND STRUCTURAL ENGINEERING.,,,,,,,,,,,,
